Name; Median Time; Min Time; Max Time; Median Frame Index; Min Frame Index; Max Frame Index; Min Depth; Max Depth; Total Time; Mean Time; Time Lower Quartile; Time Upper Quartile; Count Total; Count Median; Count Min; Count Max; Number of frames containing Marker; First Frame Index; Time Min Individual; Time Max Individual; Min Individual Frame; Max Individual Frame; Time at Median Frame
"FixedUpdate.PhysicsFixedUpdate";0.0121;0.0121;0.0121;177;177;177;3;3;0.0120999999344349;0.0121;0.0121;0.0121;2;2;2;2;1;177;0.0029;0.0092;177;177;0.0121
"Inl_UniversalRenderPipeline.CreateCameraData";0.012;0.012;0.012;177;177;177;6;6;0.0120000001043081;0.012;0.012;0.012;1;1;1;1;1;177;0.012;0.012;177;177;0.012
"mscorlib.dll!System::Action`8.Invoke() [Invoke]";0.0118;0.0118;0.0118;177;177;177;7;8;0.0118000004440546;0.0118;0.0118;0.0118;2;2;2;2;1;177;0.0031;0.0087;177;177;0.0118
"EarlyUpdate.PhysicsResetInterpolatedTransformPosition";0.0117;0.0117;0.0117;177;177;177;3;3;0.0116999996826053;0.0117;0.0117;0.0117;1;1;1;1;1;177;0.0117;0.0117;177;177;0.0117
"Physics.Raycast";0.0117;0.0117;0.0117;177;177;177;6;6;0.0116999996826053;0.0117;0.0117;0.0117;1;1;1;1;1;177;0.0117;0.0117;177;177;0.0117
"Inl_ScriptableRenderer.AddRenderPasses";0.0112;0.0112;0.0112;177;177;177;7;7;0.0111999996006489;0.0112;0.0112;0.0112;1;1;1;1;1;177;0.0112;0.0112;177;177;0.0112
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyUpdate() [Invoke]";0.0112;0.0112;0.0112;177;177;177;4;4;0.0111999996006489;0.0112;0.0112;0.0112;1;1;1;1;1;177;0.0112;0.0112;177;177;0.0112
"Inl_Draw Main Light Shadowmap";0.0111;0.0111;0.0111;177;177;177;8;8;0.0110999997705221;0.0111;0.0111;0.0111;1;1;1;1;1;177;0.0111;0.0111;177;177;0.0111
"LowLevelPhysics2D.PhysicsWorld.SimulateBatch";0.0109;0.0109;0.0109;177;177;177;4;4;0.0109000001102686;0.0109;0.0109;0.0109;3;3;3;3;1;177;0.0001;0.0086;177;177;0.0109
"PreLateUpdate.ParticleSystemBeginUpdateAll";0.0109;0.0109;0.0109;177;177;177;3;3;0.0109000001102686;0.0109;0.0109;0.0109;1;1;1;1;1;177;0.0109;0.0109;177;177;0.0109
"InputSystemPlayerLoopRunnerInitializationSystem";0.0107;0.0107;0.0107;177;177;177;3;3;0.0106999995186925;0.0107;0.0107;0.0107;1;1;1;1;1;177;0.0107;0.0107;177;177;0.0107
"CopyColor";0.0106;0.0106;0.0106;177;177;177;9;10;0.0105999996885657;0.0106;0.0106;0.0106;2;2;2;2;1;177;0.005;0.0056;177;177;0.0106
"DrawSkybox";0.0104;0.0104;0.0104;177;177;177;9;9;0.0104000000283122;0.0104;0.0104;0.0104;1;1;1;1;1;177;0.0104;0.0104;177;177;0.0104
"EditorConnection.CheckForIncomingConnections";0.0104;0.0104;0.0104;177;177;177;5;5;0.0104000000283122;0.0104;0.0104;0.0104;1;1;1;1;1;177;0.0104;0.0104;177;177;0.0104
"Profiler.CollectPhysicsStats";0.0104;0.0104;0.0104;177;177;177;4;4;0.0104000000283122;0.0104;0.0104;0.0104;1;1;1;1;1;177;0.0104;0.0104;177;177;0.0104
"UpdatePostFrame";0.0104;0.0104;0.0104;177;177;177;3;3;0.0104000000283122;0.0104;0.0104;0.0104;1;1;1;1;1;177;0.0104;0.0104;177;177;0.0104
"Default World Unity.Rendering.DeformationsInPresentation";0.0102;0.0102;0.0102;177;177;177;6;6;0.0102000003680587;0.0102;0.0102;0.0102;1;1;1;1;1;177;0.0102;0.0102;177;177;0.0102
"Default World Unity.Rendering.MatrixPreviousInitializationSystem";0.0102;0.0102;0.0102;177;177;177;6;6;0.0102000003680587;0.0102;0.0102;0.0102;1;1;1;1;1;177;0.0102;0.0102;177;177;0.0102
"Inl_BlitFinalToBackBuffer";0.0102;0.0102;0.0102;177;177;177;8;8;0.0102000003680587;0.0102;0.0102;0.0102;1;1;1;1;1;177;0.0102;0.0102;177;177;0.0102
"ParticleSystem.Update";0.0102;0.0102;0.0102;177;177;177;4;4;0.0102000003680587;0.0102;0.0102;0.0102;1;1;1;1;1;177;0.0102;0.0102;177;177;0.0102
"Setup Camera Properties";0.0101;0.0101;0.0101;177;177;177;9;9;0.0100999996066093;0.0101;0.0101;0.0101;2;2;2;2;1;177;0.0031;0.007;177;177;0.0101
"Inl_RenderPipeline.EndCameraRendering";0.0099;0.0099;0.0099;177;177;177;6;6;0.00989999994635582;0.0099;0.0099;0.0099;1;1;1;1;1;177;0.0099;0.0099;177;177;0.0099
"Inl_Forward+ Upload";0.0095;0.0095;0.0095;177;177;177;10;10;0.0094999996945262;0.0095;0.0095;0.0095;1;1;1;1;1;177;0.0095;0.0095;177;177;0.0095
"Inl_MainLightShadow";0.0095;0.0095;0.0095;177;177;177;9;9;0.0094999996945262;0.0095;0.0095;0.0095;1;1;1;1;1;177;0.0095;0.0095;177;177;0.0095
"InputUpdate";0.0095;0.0095;0.0095;177;177;177;5;5;0.0094999996945262;0.0095;0.0095;0.0095;1;1;1;1;1;177;0.0095;0.0095;177;177;0.0095
"CullResults.CreateSharedRendererScene";0.0094;0.0094;0.0094;177;177;177;8;8;0.00939999986439943;0.0094;0.0094;0.0094;1;1;1;1;1;177;0.0094;0.0094;177;177;0.0094
"GPUResidentDrawer.ClassifyMaterials";0.0094;0.0094;0.0094;177;177;177;5;5;0.00939999986439943;0.0094;0.0094;0.0094;1;1;1;1;1;177;0.0094;0.0094;177;177;0.0094
"LowLevelPhysics2D.PhysicsWorld.Simulate";0.0093;0.0093;0.0093;177;177;177;5;5;0.00930000003427267;0.0093;0.0093;0.0093;2;2;2;2;1;177;0.0019;0.0074;177;177;0.0093
"AssetDatabase.GetGUIDFromAssetPathV2";0.0092;0.0092;0.0092;177;177;177;5;5;0.00920000020414591;0.0092;0.0092;0.0092;2;2;2;2;1;177;0.0018;0.0074;177;177;0.0092
"Inl_SSAO";0.0092;0.0092;0.0092;177;177;177;8;8;0.00920000020414591;0.0092;0.0092;0.0092;1;1;1;1;1;177;0.0092;0.0092;177;177;0.0092
"Default World Unity.Entities.LateSimulationSystemGroup";0.0091;0.0091;0.0091;177;177;177;6;6;0.00910000037401915;0.0091;0.0091;0.0091;1;1;1;1;1;177;0.0091;0.0091;177;177;0.0091
"Camera.RenderSkybox";0.009;0.009;0.009;177;177;177;10;10;0.00899999961256981;0.009;0.009;0.009;1;1;1;1;1;177;0.009;0.009;177;177;0.009
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyBeforeUpdate() [Invoke]";0.0089;0.0089;0.0089;177;177;177;4;4;0.00889999978244305;0.0089;0.0089;0.0089;1;1;1;1;1;177;0.0089;0.0089;177;177;0.0089
"Inl_ScriptableRenderer.SetPerCameraShaderVariables";0.0087;0.0087;0.0087;177;177;177;9;9;0.00870000012218952;0.0087;0.0087;0.0087;2;2;2;2;1;177;0.0021;0.0066;177;177;0.0087
"Inl_UpdateVolumeFramework";0.0087;0.0087;0.0087;177;177;177;6;6;0.00870000012218952;0.0087;0.0087;0.0087;1;1;1;1;1;177;0.0087;0.0087;177;177;0.0087
"Inl_CompileRenderGraph";0.0084;0.0084;0.0084;177;177;177;7;7;0.00839999970048666;0.0084;0.0084;0.0084;1;1;1;1;1;177;0.0084;0.0084;177;177;0.0084
"mscorlib.dll!System::Action`6.Invoke() [Invoke]";0.008300001;0.008300001;0.008300001;177;177;177;7;7;0.00830000080168247;0.008300001;0.008300001;0.008300001;5;5;5;5;1;177;0.001;0.0023;177;177;0.008300001
"Default World Unity.Physics.Systems.PhysicsCreateContactsGroup";0.0081;0.0081;0.0081;177;177;177;9;9;0.00810000021010637;0.0081;0.0081;0.0081;1;1;1;1;1;177;0.0081;0.0081;177;177;0.0081
"Default World Unity.Physics.Authoring.PhysicsDebugDisplayGroup";0.008;0.008;0.008;177;177;177;7;7;0.00800000037997961;0.008;0.008;0.008;1;1;1;1;1;177;0.008;0.008;177;177;0.008
"PostLateUpdate.MemoryFrameMaintenance";0.008;0.008;0.008;177;177;177;3;3;0.00800000037997961;0.008;0.008;0.008;1;1;1;1;1;177;0.008;0.008;177;177;0.008
"Setup Forward Lights";0.0079;0.0079;0.0079;177;177;177;9;9;0.00789999961853027;0.0079;0.0079;0.0079;1;1;1;1;1;177;0.0079;0.0079;177;177;0.0079
"Default World Unity.Entities.CompanionGameObjectUpdateTransformSystem";0.0078;0.0078;0.0078;177;177;177;6;6;0.00779999978840351;0.0078;0.0078;0.0078;1;1;1;1;1;177;0.0078;0.0078;177;177;0.0078
"Physics.PrepareSimulationStage";0.0078;0.0078;0.0078;177;177;177;4;4;0.00779999978840351;0.0078;0.0078;0.0078;2;2;2;2;1;177;0.0019;0.0059;177;177;0.0078
"PreLateUpdate.UIElementsUpdatePanels";0.0078;0.0078;0.0078;177;177;177;3;3;0.00779999978840351;0.0078;0.0078;0.0078;1;1;1;1;1;177;0.0078;0.0078;177;177;0.0078
"RenderingCommandBuffer.PrepareKeywords";0.007699996;0.007699996;0.007699996;177;177;177;10;11;0.00769999623298645;0.007699996;0.007699996;0.007699996;85;85;85;85;1;177;0;0.0004;177;177;0.007699996
"Inl_DrawScreenSpaceUI";0.0075;0.0075;0.0075;177;177;177;8;8;0.00749999983236194;0.0075;0.0075;0.0075;2;2;2;2;1;177;0.0011;0.0064;177;177;0.0075
"Default World Unity.Rendering.AddLODRequirementComponents";0.0071;0.0071;0.0071;177;177;177;7;7;0.0071000000461936;0.0071;0.0071;0.0071;1;1;1;1;1;177;0.0071;0.0071;177;177;0.0071
"Profiler.FlushCountersWithFlushOnEndOfFrame";0.007;0.007;0.007;177;177;177;2;2;0.00699999975040555;0.007;0.007;0.007;1;1;1;1;1;177;0.007;0.007;177;177;0.007
"VoxGeoFol.VegetationGpuDecisionPipeline.ResetFrameState";0.006999999;0.006999999;0.006999999;177;177;177;13;13;0.00699999928474426;0.006999999;0.006999999;0.006999999;5;5;5;5;1;177;0.0004;0.0045;177;177;0.006999999
"Physics.SyncTransforms";0.0069;0.0069;0.0069;177;177;177;5;5;0.00690000038594007;0.0069;0.0069;0.0069;2;2;2;2;1;177;0.0018;0.0051;177;177;0.0069
"Default World Unity.Physics.Systems.NarrowphaseSystem";0.0069;0.0069;0.0069;177;177;177;10;10;0.00689999992027879;0.0069;0.0069;0.0069;1;1;1;1;1;177;0.0069;0.0069;177;177;0.0069
"UpdateOccluders";0.0069;0.0069;0.0069;177;177;177;9;9;0.00689999992027879;0.0069;0.0069;0.0069;2;2;2;2;1;177;0.0019;0.005;177;177;0.0069
"DrawScreenSpaceUI";0.0068;0.0068;0.0068;177;177;177;9;9;0.00680000009015203;0.0068;0.0068;0.0068;2;2;2;2;1;177;0.0017;0.0051;177;177;0.0068
"EnsureValidOcclusionTestResults";0.0067;0.0067;0.0067;177;177;177;8;8;0.00669999979436398;0.0067;0.0067;0.0067;1;1;1;1;1;177;0.0067;0.0067;177;177;0.0067
"EndRenderQueueExtraction";0.0066;0.0066;0.0066;177;177;177;8;9;0.00659999996423721;0.0066;0.0066;0.0066;2;2;2;2;1;177;0.0015;0.0051;177;177;0.0066
"GPUResidentDrawer.TransformMeshRenderers";0.0066;0.0066;0.0066;177;177;177;6;6;0.00659999996423721;0.0066;0.0066;0.0066;1;1;1;1;1;177;0.0066;0.0066;177;177;0.0066
"Inl_UniversalRenderPipeline.SetupPerCameraShaderConstants";0.0064;0.0064;0.0064;177;177;177;7;7;0.0063999998383224;0.0064;0.0064;0.0064;1;1;1;1;1;177;0.0064;0.0064;177;177;0.0064
"UnityEngine.UIElementsModule.dll!UnityEngine.UIElements::UIElementsRuntimeUtilityNative.UpdatePanels() [Invoke]";0.0064;0.0064;0.0064;177;177;177;4;4;0.0063999998383224;0.0064;0.0064;0.0064;1;1;1;1;1;177;0.0064;0.0064;177;177;0.0064
"Default World Unity.Rendering.HybridLightBakingDataSystem";0.0063;0.0063;0.0063;177;177;177;6;6;0.00630000000819564;0.0063;0.0063;0.0063;1;1;1;1;1;177;0.0063;0.0063;177;177;0.0063
"Inl_UniversalRenderPipeline.CreateShadowData";0.0063;0.0063;0.0063;177;177;177;8;8;0.00630000000819564;0.0063;0.0063;0.0063;1;1;1;1;1;177;0.0063;0.0063;177;177;0.0063
"VolumeManager.Update";0.0063;0.0063;0.0063;177;177;177;7;7;0.00630000000819564;0.0063;0.0063;0.0063;1;1;1;1;1;177;0.0063;0.0063;177;177;0.0063
"Inl_Initialize Frame";0.0062;0.0062;0.0062;177;177;177;8;8;0.00620000017806888;0.0062;0.0062;0.0062;1;1;1;1;1;177;0.0062;0.0062;177;177;0.0062
"Inl_UniversalRenderPipeline.InitializeAdditionalCameraData";0.0061;0.0061;0.0061;177;177;177;6;6;0.00609999988228083;0.0061;0.0061;0.0061;1;1;1;1;1;177;0.0061;0.0061;177;177;0.0061
"BeginRenderQueueExtraction";0.0059;0.0059;0.0059;177;177;177;8;9;0.0059000002220273;0.0059;0.0059;0.0059;2;2;2;2;1;177;0.0026;0.0033;177;177;0.0059
"Default World Unity.Physics.Systems.PhysicsCreateJacobiansGroup";0.0058;0.0058;0.0058;177;177;177;9;9;0.00579999992623925;0.0058;0.0058;0.0058;1;1;1;1;1;177;0.0058;0.0058;177;177;0.0058
"Default World Unity.Physics.Systems.PhysicsSolveAndIntegrateGroup";0.0058;0.0058;0.0058;177;177;177;9;9;0.00579999992623925;0.0058;0.0058;0.0058;1;1;1;1;1;177;0.0058;0.0058;177;177;0.0058
"EarlyUpdate.ProcessRemoteInput";0.0058;0.0058;0.0058;177;177;177;3;3;0.00579999992623925;0.0058;0.0058;0.0058;1;1;1;1;1;177;0.0058;0.0058;177;177;0.0058
"FixedUpdate.NewInputFixedUpdate";0.0058;0.0058;0.0058;177;177;177;3;3;0.00579999992623925;0.0058;0.0058;0.0058;2;2;2;2;1;177;0.001;0.0048;177;177;0.0058
"Inl_ScriptableRenderer.SetupCullingParameters";0.0057;0.0057;0.0057;177;177;177;7;7;0.00570000009611249;0.0057;0.0057;0.0057;1;1;1;1;1;177;0.0057;0.0057;177;177;0.0057
"Shadows.CullDirectionalShadowCasters";0.0057;0.0057;0.0057;177;177;177;10;10;0.00570000009611249;0.0057;0.0057;0.0057;1;1;1;1;1;177;0.0057;0.0057;177;177;0.0057
"ProcessRemoteInput";0.0056;0.0056;0.0056;177;177;177;4;4;0.00559999980032444;0.0056;0.0056;0.0056;1;1;1;1;1;177;0.0056;0.0056;177;177;0.0056
"Default World Unity.Physics.GraphicsIntegration.RecordMostRecentFixedTime";0.0055;0.0055;0.0055;177;177;177;8;8;0.00549999997019768;0.0055;0.0055;0.0055;1;1;1;1;1;177;0.0055;0.0055;177;177;0.0055
"Gfx.EndAsyncJobFrame";0.0055;0.0055;0.0055;177;177;177;3;9;0.00549999997019768;0.0055;0.0055;0.0055;5;5;5;5;1;177;0.0004;0.0019;177;177;0.0055
"Default World Unity.Rendering.UpdatePresentationSystemGroup";0.0053;0.0053;0.0053;177;177;177;6;6;0.00529999984428287;0.0053;0.0053;0.0053;1;1;1;1;1;177;0.0053;0.0053;177;177;0.0053
"Shadows.ExtractShaderPassContext";0.0052;0.0052;0.0052;177;177;177;13;13;0.0052000000141561;0.0052;0.0052;0.0052;4;4;4;4;1;177;0.001;0.0018;177;177;0.0052
"UpdateReflectionProbeAtlas";0.0052;0.0052;0.0052;177;177;177;10;10;0.0052000000141561;0.0052;0.0052;0.0052;1;1;1;1;1;177;0.0052;0.0052;177;177;0.0052
"UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.ShouldRunUpdate() [Invoke]";0.0051;0.0051;0.0051;177;177;177;4;4;0.00510000018402934;0.0051;0.0051;0.0051;4;4;4;4;1;177;0.0003;0.0031;177;177;0.0051
"WaitForRenderJobs";0.0051;0.0051;0.0051;177;177;177;4;10;0.00509999971836805;0.0051;0.0051;0.0051;5;5;5;5;1;177;0.0004;0.0017;177;177;0.0051
"SRPBatcher.Flush";0.005;0.005;0.005;177;177;177;13;14;0.00499999988824129;0.005;0.005;0.005;7;7;7;7;1;177;0.0003;0.0026;177;177;0.005
"Update.ScriptRunDelayedTasks";0.005;0.005;0.005;177;177;177;3;3;0.00499999988824129;0.005;0.005;0.005;1;1;1;1;1;177;0.005;0.005;177;177;0.005
"Default World Unity.Transforms.TransformSystemGroup";0.0049;0.0049;0.0049;177;177;177;6;6;0.00490000005811453;0.0049;0.0049;0.0049;1;1;1;1;1;177;0.0049;0.0049;177;177;0.0049
"Inl_CopyColor";0.0049;0.0049;0.0049;177;177;177;8;9;0.00490000005811453;0.0049;0.0049;0.0049;2;2;2;2;1;177;0.0021;0.0028;177;177;0.0049
"UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::ScriptableRuntimeReflectionSystemWrapper.Internal_ScriptableRuntimeReflectionSystemWrapper_TickRealtimeProbes() [Invoke]";0.0049;0.0049;0.0049;177;177;177;3;3;0.00490000005811453;0.0049;0.0049;0.0049;1;1;1;1;1;177;0.0049;0.0049;177;177;0.0049
"Inl_RenderPipeline.BeginCameraRendering";0.0047;0.0047;0.0047;177;177;177;6;6;0.00469999993219972;0.0047;0.0047;0.0047;1;1;1;1;1;177;0.0047;0.0047;177;177;0.0047
"Inl_UpdateReflectionProbeAtlas";0.0046;0.0046;0.0046;177;177;177;10;10;0.00460000010207295;0.0046;0.0046;0.0046;1;1;1;1;1;177;0.0046;0.0046;177;177;0.0046
"Default World Unity.Physics.Systems.CreateJacobiansSystem";0.0045;0.0045;0.0045;177;177;177;10;10;0.0044999998062849;0.0045;0.0045;0.0045;1;1;1;1;1;177;0.0045;0.0045;177;177;0.0045
"EndUpdate";0.0045;0.0045;0.0045;177;177;177;7;7;0.0044999998062849;0.0045;0.0045;0.0045;1;1;1;1;1;177;0.0045;0.0045;177;177;0.0045
"PostLateUpdate.PlayerUpdateCanvases";0.0045;0.0045;0.0045;177;177;177;3;3;0.0044999998062849;0.0045;0.0045;0.0045;1;1;1;1;1;177;0.0045;0.0045;177;177;0.0045
"PreLateUpdate.ScriptRunBehaviourLateUpdate";0.0045;0.0045;0.0045;177;177;177;3;3;0.0044999998062849;0.0045;0.0045;0.0045;1;1;1;1;1;177;0.0045;0.0045;177;177;0.0045
"Audio.FMODSystemUpdate";0.0044;0.0044;0.0044;177;177;177;5;5;0.00439999997615814;0.0044;0.0044;0.0044;1;1;1;1;1;177;0.0044;0.0044;177;177;0.0044
"PostLateUpdate.UpdateCustomRenderTextures";0.0044;0.0044;0.0044;177;177;177;3;3;0.00439999997615814;0.0044;0.0044;0.0044;1;1;1;1;1;177;0.0044;0.0044;177;177;0.0044
"UpdateFilterSettings";0.0044;0.0044;0.0044;177;177;177;7;7;0.00439999997615814;0.0044;0.0044;0.0044;1;1;1;1;1;177;0.0044;0.0044;177;177;0.0044
"PrepareSceneCullingParameters";0.0043;0.0043;0.0043;177;177;177;8;8;0.00430000014603138;0.0043;0.0043;0.0043;1;1;1;1;1;177;0.0043;0.0043;177;177;0.0043
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.HandleRenderPipelineChange() [Invoke]";0.0043;0.0043;0.0043;177;177;177;3;3;0.00430000014603138;0.0043;0.0043;0.0043;2;2;2;2;1;177;0.0003;0.004;177;177;0.0043
"CullSendEvents";0.0042;0.0042;0.0042;177;177;177;9;9;0.00419999985024333;0.0042;0.0042;0.0042;1;1;1;1;1;177;0.0042;0.0042;177;177;0.0042
"Default World Unity.Physics.Systems.SolveAndIntegrateSystem";0.0042;0.0042;0.0042;177;177;177;10;10;0.00419999985024333;0.0042;0.0042;0.0042;1;1;1;1;1;177;0.0042;0.0042;177;177;0.0042
"DestroyCullResults";0.0042;0.0042;0.0042;177;177;177;3;3;0.00419999985024333;0.0042;0.0042;0.0042;1;1;1;1;1;177;0.0042;0.0042;177;177;0.0042
"UnityEngine.CoreModule.dll!UnityEngine::UnitySynchronizationContext.ExecuteTasks() [Invoke]";0.0042;0.0042;0.0042;177;177;177;4;4;0.00419999985024333;0.0042;0.0042;0.0042;1;1;1;1;1;177;0.0042;0.0042;177;177;0.0042
"UpdatePreFrame";0.0042;0.0042;0.0042;177;177;177;3;3;0.00419999985024333;0.0042;0.0042;0.0042;1;1;1;1;1;177;0.0042;0.0042;177;177;0.0042
"afterCullingOutputReady.Invoke";0.0041;0.0041;0.0041;177;177;177;8;10;0.00410000002011657;0.0041;0.0041;0.0041;2;2;2;2;1;177;0.0015;0.0026;177;177;0.0041
"LateBehaviourUpdate";0.004;0.004;0.004;177;177;177;4;4;0.00400000018998981;0.004;0.004;0.004;1;1;1;1;1;177;0.004;0.004;177;177;0.004
"PrepareSceneNodes";0.004;0.004;0.004;177;177;177;9;9;0.00400000018998981;0.004;0.004;0.004;1;1;1;1;1;177;0.004;0.004;177;177;0.004
"CustomRenderTextures.Update";0.0039;0.0039;0.0039;177;177;177;4;4;0.00389999989420176;0.0039;0.0039;0.0039;1;1;1;1;1;177;0.0039;0.0039;177;177;0.0039
"GUI.Repaint";0.0039;0.0039;0.0039;177;177;177;10;10;0.00389999989420176;0.0039;0.0039;0.0039;1;1;1;1;1;177;0.0039;0.0039;177;177;0.0039
"UpdateScreenManagerAndInput";0.0038;0.0038;0.0038;177;177;177;3;3;0.00380000006407499;0.0038;0.0038;0.0038;1;1;1;1;1;177;0.0038;0.0038;177;177;0.0038
"Default World Unity.Rendering.MatrixPreviousSystem";0.0037;0.0037;0.0037;177;177;177;6;6;0.00370000000111759;0.0037;0.0037;0.0037;1;1;1;1;1;177;0.0037;0.0037;177;177;0.0037
"Inl_UniversalRenderPipeline.InitializeStackedCameraData";0.0037;0.0037;0.0037;177;177;177;7;7;0.00370000000111759;0.0037;0.0037;0.0037;1;1;1;1;1;177;0.0037;0.0037;177;177;0.0037
"VoxGeoFol.VegetationGpuDecisionPipeline.EmitTreeInstances";0.0036;0.0036;0.0036;177;177;177;13;13;0.00360000017099082;0.0036;0.0036;0.0036;5;5;5;5;1;177;0.0005;0.0014;177;177;0.0036
"Inl_UniversalRenderPipeline.CreateLightData";0.0036;0.0036;0.0036;177;177;177;8;8;0.00359999993816018;0.0036;0.0036;0.0036;1;1;1;1;1;177;0.0036;0.0036;177;177;0.0036
"PostLateUpdate.ShaderHandleErrors";0.0036;0.0036;0.0036;177;177;177;3;3;0.00359999993816018;0.0036;0.0036;0.0036;1;1;1;1;1;177;0.0036;0.0036;177;177;0.0036
"Profiler.CollectLegacyStats";0.0036;0.0036;0.0036;177;177;177;2;2;0.00359999993816018;0.0036;0.0036;0.0036;1;1;1;1;1;177;0.0036;0.0036;177;177;0.0036
"Default World Unity.Physics.Systems.InjectTemporalCoherenceDataSystem";0.0035;0.0035;0.0035;177;177;177;7;7;0.00349999987520278;0.0035;0.0035;0.0035;1;1;1;1;1;177;0.0035;0.0035;177;177;0.0035
"ReflectionProbes.Update";0.0035;0.0035;0.0035;177;177;177;4;4;0.00349999987520278;0.0035;0.0035;0.0035;1;1;1;1;1;177;0.0035;0.0035;177;177;0.0035
"UnsafeUtility.Free";0.0035;0.0035;0.0035;177;177;177;7;8;0.00349999987520278;0.0035;0.0035;0.0035;2;2;2;2;1;177;0.0006;0.0029;177;177;0.0035
"Default World Unity.Entities.RetainBlobAssetSystem";0.0034;0.0034;0.0034;177;177;177;6;6;0.00340000004507601;0.0034;0.0034;0.0034;1;1;1;1;1;177;0.0034;0.0034;177;177;0.0034
"PostLateUpdate.ProfilerEndFrame";0.0034;0.0034;0.0034;177;177;177;3;3;0.00340000004507601;0.0034;0.0034;0.0034;1;1;1;1;1;177;0.0034;0.0034;177;177;0.0034
"PostLateUpdate.UpdateAllRenderers";0.0034;0.0034;0.0034;177;177;177;3;3;0.00340000004507601;0.0034;0.0034;0.0034;1;1;1;1;1;177;0.0034;0.0034;177;177;0.0034
"UIEvents.WillRenderCanvases";0.0034;0.0034;0.0034;177;177;177;4;4;0.00340000004507601;0.0034;0.0034;0.0034;1;1;1;1;1;177;0.0034;0.0034;177;177;0.0034
"Physics2D.Simulate";0.0034;0.0034;0.0034;177;177;177;4;4;0.00339999981224537;0.0034;0.0034;0.0034;2;2;2;2;1;177;0.0009;0.0025;177;177;0.0034
"LowLevelPhysics2D.PhysicsWorld.PreSimulate";0.0033;0.0033;0.0033;177;177;177;6;6;0.00329999998211861;0.0033;0.0033;0.0033;2;2;2;2;1;177;0.0005;0.0028;177;177;0.0033
"PostUpdateScreenManagerAndInput";0.0033;0.0033;0.0033;177;177;177;3;3;0.00329999998211861;0.0033;0.0033;0.0033;1;1;1;1;1;177;0.0033;0.0033;177;177;0.0033
"PreLateUpdate.AccessibilityUpdate";0.0033;0.0033;0.0033;177;177;177;3;3;0.00329999998211861;0.0033;0.0033;0.0033;1;1;1;1;1;177;0.0033;0.0033;177;177;0.0033
"Default World Unity.Entities.CompanionGameObjectUpdateSystem";0.0032;0.0032;0.0032;177;177;177;6;6;0.0031999999191612;0.0032;0.0032;0.0032;1;1;1;1;1;177;0.0032;0.0032;177;177;0.0032
"PreUpdate.InputForUIUpdate";0.0032;0.0032;0.0032;177;177;177;3;3;0.0031999999191612;0.0032;0.0032;0.0032;1;1;1;1;1;177;0.0032;0.0032;177;177;0.0032
"RenderLoop.CleanupNodeQueue";0.0032;0.0032;0.0032;177;177;177;4;10;0.0031999999191612;0.0032;0.0032;0.0032;8;8;8;8;1;177;0.0001;0.0013;177;177;0.0032
"Inl_Setup Main Shadowmap";0.0031;0.0031;0.0031;177;177;177;9;9;0.00310000008903444;0.0031;0.0031;0.0031;1;1;1;1;1;177;0.0031;0.0031;177;177;0.0031
"UGUI.Rendering.UpdateBatches";0.0031;0.0031;0.0031;177;177;177;5;5;0.00310000008903444;0.0031;0.0031;0.0031;1;1;1;1;1;177;0.0031;0.0031;177;177;0.0031
"BatchRendererGroup.UpdateMetadataCache";0.003;0.003;0.003;177;177;177;8;9;0.00300000002607703;0.003;0.003;0.003;4;4;4;4;1;177;0.0003;0.0016;177;177;0.003
"Initialization.DirectorSampleTime";0.003;0.003;0.003;177;177;177;3;3;0.00300000002607703;0.003;0.003;0.003;1;1;1;1;1;177;0.003;0.003;177;177;0.003
"Material.SetPassFast";0.003;0.003;0.003;177;177;177;11;11;0.00300000002607703;0.003;0.003;0.003;1;1;1;1;1;177;0.003;0.003;177;177;0.003
"BlitFinalToBackBuffer";0.0029;0.0029;0.0029;177;177;177;9;9;0.00289999996311963;0.0029;0.0029;0.0029;1;1;1;1;1;177;0.0029;0.0029;177;177;0.0029
"Default World Unity.Entities.BeginInitializationEntityCommandBufferSystem";0.0029;0.0029;0.0029;177;177;177;6;6;0.00289999996311963;0.0029;0.0029;0.0029;1;1;1;1;1;177;0.0029;0.0029;177;177;0.0029
"Default World Unity.Scenes.SceneSectionStreamingSystem";0.0029;0.0029;0.0029;177;177;177;7;7;0.00289999996311963;0.0029;0.0029;0.0029;1;1;1;1;1;177;0.0029;0.0029;177;177;0.0029
"Inl_UniversalRenderPipeline.SetupPerFrameShaderConstants";0.0029;0.0029;0.0029;177;177;177;5;5;0.00289999996311963;0.0029;0.0029;0.0029;1;1;1;1;1;177;0.0029;0.0029;177;177;0.0029
"Inl_Vegetation Color Pass";0.0029;0.0029;0.0029;177;177;177;8;8;0.00289999996311963;0.0029;0.0029;0.0029;1;1;1;1;1;177;0.0029;0.0029;177;177;0.0029
